title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
Apollo 10½:  A Space Age Childhood,MOVIE,2022,PG-13,98,"['comedy', 'action', 'animation', 'romance', 'family', 'horror', 'drama', 'scifi']","['NL', 'US']",,tt7978758,7.3,4932.0
Hard Cell,SHOW,2022,TV-MA,26,"['comedy', 'documentation', 'sport']","['US', 'GB']",1.0,tt14959710,6.1,618.0
The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,TV-MA,26,"['crime', 'comedy', 'drama', 'thriller']",['US'],1.0,tt13315324,6.3,38964.0
Archive 81,SHOW,2022,TV-MA,54,"['scifi', 'drama', 'horror', 'thriller']",['US'],1.0,tt13365348,7.3,43068.0
Peter Rabbit 2: The Runaway,MOVIE,2021,PG,93,"['fantasy', 'family', 'comedy', 'action', 'animation', 'crime', 'drama']","['US', 'AU']",,tt8376234,6.2,10714.0
Jimmy Savile: A British Horror Story,SHOW,2022,TV-MA,85,"['crime', 'documentation']",['GB'],1.0,tt18970454,6.7,4711.0
Squid Game,SHOW,2021,TV-MA,54,"['action', 'drama', 'thriller']",['KR'],2.0,tt10919420,8.0,416738.0
The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,2022,R,101,['documentation'],['US'],,tt19034332,6.2,2233.0
Black Crab,MOVIE,2022,,114,"['war', 'action', 'drama', 'scifi', 'thriller']",['SE'],,tt6708668,5.6,17101.0
Yakamoz S-245,SHOW,2022,TV-MA,48,"['scifi', 'action', 'drama', 'thriller']",['TR'],1.0,tt13317454,6.1,3861.0
Bubble,MOVIE,2022,PG,101,"['scifi', 'thriller', 'animation', 'action', 'drama', 'fantasy', 'romance', 'sport']",['JP'],,tt16360006,6.5,2468.0
The Lost Daughter,MOVIE,2021,R,122,['drama'],"['GB', 'US', 'GR']",,tt9100054,6.7,56650.0
365 Days: This Day,MOVIE,2022,,111,"['romance', 'drama']",['PL'],,tt12996154,2.5,10739.0
Welcome To Eden,SHOW,2022,TV-MA,41,"['drama', 'action', 'thriller']",['ES'],1.0,tt13457822,4.9,973.0
The Mitchells vs. the Machines,MOVIE,2021,PG,113,"['animation', 'comedy', 'family', 'scifi']",['US'],,tt7979580,7.6,100787.0
Red Notice,MOVIE,2021,PG-13,117,"['comedy', 'crime', 'thriller', 'action']",['US'],,tt7991608,6.3,255356.0
Stay Close,SHOW,2021,TV-MA,47,"['crime', 'drama', 'thriller']",['GB'],1.0,tt2201227,6.9,28669.0
Maid,SHOW,2021,TV-MA,54,"['drama', 'comedy']",['US'],1.0,tt11337908,8.4,74955.0
The Marked Heart,SHOW,2022,TV-MA,44,"['thriller', 'drama']",['CO'],2.0,tt18974572,6.3,1103.0
Meltdown: Three Mile Island,SHOW,2022,TV-14,44,"['documentation', 'history']",['US'],1.0,tt19757508,7.0,958.0
Shadow and Bone,SHOW,2021,TV-14,52,"['scifi', 'drama', 'fantasy', 'action']",['US'],1.0,tt2403776,7.6,77782.0
Lupin,SHOW,2021,TV-MA,46,"['crime', 'drama', 'comedy', 'action']",['FR'],3.0,tt2531336,7.5,100575.0
The Alpinist,MOVIE,2021,PG-13,92,['documentation'],"['US', 'AT', 'GB']",,tt11790780,8.0,7192.0
The Guardians of Justice,SHOW,2022,TV-MA,29,['scifi'],['US'],1.0,,,
The Harder They Fall,MOVIE,2021,R,139,"['action', 'drama', 'western']",['US'],,tt10696784,6.5,57549.0
Our Father,MOVIE,2022,,97,['crime'],['US'],,,,
Against the Ice,MOVIE,2022,,102,"['drama', 'history']","['DK', 'IS']",,tt13873302,6.5,18057.0
Brand New Cherry Flavor,SHOW,2021,TV-MA,43,"['thriller', 'drama', 'horror', 'scifi']",['US'],1.0,tt11343600,7.1,14449.0
David Spade: Nothing Personal,MOVIE,2022,,66,['comedy'],[],,tt18955474,,
Human Resources,SHOW,2022,TV-MA,27,"['comedy', 'romance', 'animation']",['US'],1.0,tt11092142,7.2,4761.0
All of Us Are Dead,SHOW,2022,TV-MA,61,"['action', 'scifi', 'thriller', 'drama', 'fantasy', 'horror']",['KR'],1.0,tt14169960,7.5,41393.0
Heirs to the Land,SHOW,2022,TV-MA,54,"['comedy', 'scifi', 'drama', 'history']",['ES'],1.0,tt13308276,7.0,599.0
The House,MOVIE,2022,R,97,"['animation', 'drama', 'comedy', 'thriller']",['GB'],,tt11703050,6.8,12270.0
Return to Space,MOVIE,2022,,128,['documentation'],['US'],,tt18555320,7.3,3270.0
The Weekend Away,MOVIE,2022,,91,"['thriller', 'crime', 'drama']",['GB'],,tt14817272,5.6,20207.0
Behind Her Eyes,SHOW,2021,TV-MA,50,"['drama', 'thriller']",['GB'],1.0,tt9698442,7.2,57514.0
Gangubai Kathiawadi,MOVIE,2022,,157,"['drama', 'crime']",['IN'],,tt10083340,7.0,44045.0
Is It Cake?,SHOW,2022,TV-PG,38,['reality'],['US'],1.0,tt18314214,5.7,465.0
Along for the Ride,MOVIE,2022,,106,"['romance', 'drama']",['US'],,tt14506528,6.0,1432.0
The Andy Warhol Diaries,SHOW,2022,TV-MA,66,['documentation'],['US'],1.0,tt18082212,7.7,1496.0
The Colony,MOVIE,2021,R,104,"['scifi', 'thriller', 'action']","['CH', 'DE']",,tt6506264,5.4,7434.0
Rescued by Ruby,MOVIE,2022,,93,"['drama', 'family']",['CA'],,tt11278476,7.1,6417.0
The Cuphead Show!,SHOW,2022,TV-Y7,15,"['family', 'fantasy', 'animation', 'action', 'comedy']",['US'],1.0,tt10611608,7.5,5792.0
The Takedown,MOVIE,2022,,119,"['crime', 'drama', 'action', 'comedy']",['FR'],,tt13822738,5.7,1768.0
Diana: The Musical,MOVIE,2021,PG-13,117,['drama'],['US'],,tt12885272,4.3,1189.0
Cowboy Bebop,SHOW,2021,TV-MA,45,"['scifi', 'comedy', 'crime', 'drama', 'fantasy', 'action']",['US'],1.0,tt1267295,6.6,35427.0
The Hand of God,MOVIE,2021,R,130,['drama'],['IT'],,tt12680684,7.4,30235.0
The 7 Lives of Lea,SHOW,2022,TV-MA,41,"['drama', 'thriller', 'crime', 'fantasy']",['FR'],1.0,tt14140886,7.5,1196.0
The Unforgivable,MOVIE,2021,R,112,"['drama', 'crime']","['DE', 'GB', 'US']",,tt11233960,7.1,101975.0
The Guilty,MOVIE,2021,R,90,"['drama', 'thriller', 'action', 'crime']",['US'],,tt9421570,6.3,113483.0
Coming Home in the Dark,MOVIE,2021,,93,"['horror', 'thriller']",['NZ'],,tt6874762,5.7,4049.0
The Tinder Swindler,MOVIE,2022,,114,"['crime', 'documentation']",['GB'],,tt14992922,7.2,57606.0
The Silent Sea,SHOW,2021,TV-MA,45,"['horror', 'drama', 'scifi', 'thriller']",['KR'],1.0,tt11570202,6.9,18548.0
Sweet Tooth,SHOW,2021,TV-14,45,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt12809988,7.8,49182.0
Till Death,MOVIE,2021,R,89,"['horror', 'thriller']",['US'],,tt11804152,5.8,19029.0
Clickbait,SHOW,2021,TV-MA,46,"['thriller', 'crime', 'drama']","['AU', 'US']",1.0,tt10888878,7.2,50140.0
Worst Roommate Ever,SHOW,2022,TV-MA,47,"['crime', 'documentation', 'drama', 'thriller']",['US'],1.0,tt8323702,8.1,8.0
Hellbound,SHOW,2021,TV-MA,52,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",['KR'],1.0,tt12235718,6.6,22107.0
In from the Cold,SHOW,2022,TV-MA,49,"['drama', 'scifi', 'thriller', 'action', 'crime']",['US'],1.0,tt11859542,6.2,6663.0
Silverton Siege,MOVIE,2022,PG-13,100,"['drama', 'action', 'crime', 'thriller']",['ZA'],,tt18563148,6.1,2122.0
Komi Can't Communicate,SHOW,2021,TV-14,24,"['drama', 'comedy', 'animation', 'romance']",['JP'],2.0,tt14626352,7.8,4358.0
Tomorrow,SHOW,2022,TV-14,60,"['drama', 'action', 'comedy', 'fantasy']",['KR'],1.0,tt18926162,7.7,603.0
Bullsh*t the Game Show,SHOW,2022,,0,['reality'],['US'],1.0,tt16912298,,
Munich: The Edge of War,MOVIE,2022,PG-13,129,"['drama', 'history', 'thriller']",['GB'],,tt7475578,6.8,26781.0
Ginny & Georgia,SHOW,2021,TV-14,54,"['drama', 'comedy']",['US'],1.0,tt10813940,7.4,44573.0
Texas Chainsaw Massacre,MOVIE,2022,R,83,"['thriller', 'crime', 'horror']",['US'],,tt11755740,4.8,45810.0
Passing,MOVIE,2021,PG-13,98,"['drama', 'thriller']","['GB', 'US', 'CA']",,tt8893974,6.7,13553.0
Downfall: The Case Against Boeing,MOVIE,2022,R,89,['documentation'],['US'],,tt11893274,7.4,9428.0
Inside Job,SHOW,2021,TV-MA,28,"['comedy', 'fantasy', 'scifi', 'animation']",['US'],1.0,tt10231312,7.6,15137.0
Dirty Lines,SHOW,2022,TV-MA,46,"['drama', 'history']",['NL'],1.0,tt14859224,7.3,717.0
Trivia Quest,SHOW,2022,TV-G,9,"['family', 'fantasy', 'animation']",['US'],1.0,tt18393972,5.6,176.0
Army of Thieves,MOVIE,2021,R,127,"['comedy', 'horror', 'action', 'crime', 'thriller', 'romance', 'scifi']","['DE', 'US']",,tt13024674,6.4,71036.0
Gunpowder Milkshake,MOVIE,2021,R,114,"['action', 'crime', 'thriller']","['FR', 'DE', 'US']",,tt8368408,6.0,40888.0
Captain Nova,MOVIE,2021,,86,"['scifi', 'family']",['NL'],,tt14915608,5.5,960.0
The Sparks Brothers,MOVIE,2021,R,140,"['documentation', 'music', 'comedy', 'history']","['GB', 'US']",,tt8610436,7.8,4416.0
The Chair,SHOW,2021,TV-MA,30,"['drama', 'comedy']",['US'],1.0,tt11834150,7.2,15894.0
The Trip,MOVIE,2021,,113,"['comedy', 'thriller', 'horror', 'action']",['NO'],,tt13109952,6.9,19706.0
Sex/Life,SHOW,2021,TV-MA,48,"['drama', 'romance', 'comedy']",[],2.0,tt10839422,5.4,19604.0
The Chestnut Man,SHOW,2021,TV-MA,55,"['crime', 'drama', 'thriller']",['DK'],1.0,tt10834220,7.7,41253.0
Outlaws,MOVIE,2021,R,125,"['crime', 'thriller', 'action']",['ES'],,tt11892272,6.9,3722.0
Army of the Dead,MOVIE,2021,R,148,"['horror', 'thriller', 'crime', 'scifi', 'action']",['US'],,tt0993840,5.7,166882.0
My Liberation Notes,SHOW,2022,TV-14,62,"['drama', 'romance']",['KR'],1.0,tt15146130,8.4,276.0
jeen-yuhs,SHOW,2022,TV-MA,93,"['documentation', 'music']",['US'],1.0,tt14599438,8.1,7269.0
True Story,SHOW,2021,TV-MA,39,"['drama', 'thriller', 'comedy', 'crime']",['US'],1.0,tt13655456,7.5,16927.0
14 Peaks: Nothing Is Impossible,MOVIE,2021,,101,"['documentation', 'sport']",['US'],,tt14079374,7.8,22858.0
Halston,SHOW,2021,TV-MA,47,['drama'],['US'],1.0,tt10920514,7.5,14040.0
Anxious People,SHOW,2021,TV-MA,29,"['crime', 'drama', 'comedy']",['SE'],1.0,tt11168604,6.8,3709.0
Bo Burnham: Inside,MOVIE,2021,R,87,"['comedy', 'drama', 'music', 'reality']",['US'],,tt14545352,8.7,44074.0
Young Royals,SHOW,2021,TV-MA,45,"['drama', 'romance']",['SE'],1.0,tt14664414,8.3,26732.0
Hold Your Breath: The Ice Dive,MOVIE,2022,,40,['documentation'],[],,tt19373274,,
Oxygen,MOVIE,2021,,100,"['horror', 'scifi', 'thriller', 'fantasy', 'drama']","['FR', 'US']",,tt6341832,6.5,36803.0
The Shadow in My Eye,MOVIE,2021,,107,"['drama', 'history', 'war']",['DK'],,tt9170516,7.3,8270.0
Resident Evil: Infinite Darkness,SHOW,2021,TV-MA,27,"['action', 'scifi', 'horror', 'animation']",['US'],1.0,tt13173456,5.8,9500.0
Our Blues,SHOW,2022,TV-MA,68,['drama'],['KR'],1.0,tt19115260,7.7,209.0
The Serpent,SHOW,2021,TV-MA,57,"['drama', 'thriller', 'crime']",['GB'],1.0,tt7985576,7.6,41782.0
Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,2021,,102,['documentation'],['US'],,tt9660510,7.9,19.0
Hit & Run,SHOW,2021,TV-MA,49,"['action', 'drama', 'thriller', 'crime']",['IL'],1.0,tt9073940,7.1,8367.0
Blood Sisters,SHOW,2022,TV-MA,57,"['crime', 'drama', 'thriller']",['US'],1.0,tt19398068,,
Wild Babies,SHOW,2022,,30,['documentation'],['GB'],1.0,tt19398016,,
Bigbug,MOVIE,2022,R,111,"['scifi', 'comedy', 'fantasy']",['FR'],,tt11541872,5.4,6986.0
Trust No One: The Hunt for the Crypto King,MOVIE,2022,R,90,"['crime', 'documentation']",['GB'],,tt15479902,6.3,3850.0
Murder Among the Mormons,SHOW,2021,TV-14,53,"['crime', 'history', 'documentation']",['US'],1.0,tt13987620,7.0,6028.0
Kate,MOVIE,2021,R,106,"['action', 'crime', 'drama', 'thriller']","['JP', 'TH', 'US']",,tt7737528,6.2,57689.0
Worth,MOVIE,2021,PG-13,118,"['history', 'drama']","['CA', 'GB', 'US']",,tt8009744,6.8,12745.0
Katla,SHOW,2021,TV-MA,46,"['scifi', 'thriller', 'drama']",['IS'],1.0,tt11102190,7.0,13095.0
The Last Bus,SHOW,2022,TV-PG,35,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",['GB'],1.0,tt12885670,5.0,500.0
Cracow Monsters,SHOW,2022,TV-MA,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['PL'],1.0,tt15096836,5.5,1492.0
The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,TV-MA,42,"['crime', 'documentation']",['GB'],1.0,tt15479704,7.0,5224.0
Twenty Five Twenty One,SHOW,2022,TV-14,76,"['drama', 'romance']",['KR'],1.0,tt17513352,8.7,4081.0
Today We Fix the World,MOVIE,2022,,113,"['drama', 'comedy']",['AR'],,tt11592014,6.2,782.0
Nightbooks,MOVIE,2021,,103,"['fantasy', 'horror', 'family']","['CA', 'US']",,tt10521144,5.7,8278.0
Firefly Lane,SHOW,2021,TV-MA,52,"['drama', 'romance']",['US'],1.0,tt9012876,7.4,20300.0
Furioza,MOVIE,2021,,139,"['action', 'crime', 'drama']",['PL'],,tt10515864,6.2,3383.0
The Billion Dollar Code,SHOW,2021,TV-MA,67,"['drama', 'thriller', 'crime']",['DE'],1.0,tt15392100,8.0,7313.0
Last Man Down,MOVIE,2021,R,87,"['thriller', 'scifi', 'action']","['GB', 'SE']",,tt12335692,5.0,10906.0
Rumspringa - Ein Amish in Berlin,MOVIE,2022,,102,"['drama', 'comedy']",['DE'],,tt19352286,5.3,257.0
No One Gets Out Alive,MOVIE,2021,R,85,"['thriller', 'horror', 'drama']","['RO', 'US']",,tt13056008,5.3,13913.0
The Woman in the Window,MOVIE,2021,R,102,"['thriller', 'crime', 'drama']",['US'],,tt6111574,5.7,70886.0
Radhe Shyam,MOVIE,2022,,138,"['romance', 'drama']",['IN'],,tt8960382,6.9,21328.0
The Principles of Pleasure,SHOW,2022,TV-MA,51,['documentation'],['US'],1.0,tt18299058,4.7,64.0
Honeymoon With My Mother,MOVIE,2022,,110,['comedy'],['ES'],,tt11269026,5.8,1503.0
Attenborough's Life in Colour,SHOW,2021,TV-PG,51,['documentation'],['GB'],1.0,tt11053426,8.2,3090.0
Home Team,MOVIE,2022,PG,99,"['comedy', 'sport']",['US'],,tt14592064,6.0,16320.0
The Turning Point,MOVIE,2021,,98,"['drama', 'crime']",['IT'],,tt14140844,7.0,9.0
Making Fun,SHOW,2022,TV-PG,41,['reality'],['US'],1.0,tt17737382,7.0,557.0
Christina P: Mom Genes,MOVIE,2022,,62,['comedy'],[],,tt19724012,,
The Irregulars,SHOW,2021,TV-14,53,"['crime', 'drama', 'fantasy', 'scifi']",['GB'],1.0,tt10893694,5.9,14714.0
After We Fell,MOVIE,2021,R,99,"['drama', 'romance']","['FR', 'US']",,tt13069986,4.6,12339.0
My Name,SHOW,2021,TV-MA,50,"['thriller', 'action', 'crime', 'drama']",['KR'],1.0,tt12940504,7.8,18446.0
Hypnotic,MOVIE,2021,,88,"['horror', 'drama', 'thriller']",['CA'],,tt12383460,5.3,14887.0
Turning Point: 9/11 and the War on Terror,SHOW,2021,TV-14,62,"['war', 'history', 'documentation']",['US'],1.0,tt15260794,8.0,8881.0
Yaksha: Ruthless Operations,MOVIE,2022,,125,"['action', 'thriller', 'crime']",['KR'],,tt12663250,6.2,2486.0
The Vault,MOVIE,2021,R,118,"['action', 'thriller', 'crime', 'fantasy']",['ES'],,tt9742794,6.4,21511.0
How to Become a Tyrant,SHOW,2021,TV-MA,27,"['war', 'history', 'documentation']",['US'],1.0,tt14832996,7.4,8041.0
A Farewell to Ozark,MOVIE,2022,,30,['documentation'],['US'],,,,
The Taming of the Shrewd,MOVIE,2022,,112,"['romance', 'comedy']",['PL'],,tt18970380,4.6,630.0
Who Killed Sara?,SHOW,2021,TV-MA,41,"['drama', 'crime', 'thriller']",['MX'],3.0,tt11937816,6.4,12148.0
The Innocent,SHOW,2021,TV-MA,58,"['crime', 'drama', 'thriller']",['ES'],1.0,tt10147644,7.8,29019.0
Masters of the Universe: Revelation,SHOW,2021,TV-PG,26,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'comedy']",['US'],2.0,tt10826054,5.2,26127.0
The Dig,MOVIE,2021,PG-13,112,"['drama', 'history']",['GB'],,tt3661210,7.1,71915.0
Maya and the Three,SHOW,2021,TV-Y7,131,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",['MX'],1.0,tt8787772,8.1,3597.0
Aftermath,MOVIE,2021,,114,"['horror', 'thriller', 'drama']",['US'],,tt10691162,5.3,15125.0
Night Stalker: The Hunt for a Serial Killer,SHOW,2021,TV-MA,47,"['crime', 'documentation']",['US'],1.0,tt13651632,7.5,23939.0
The Girl from Oslo,SHOW,2021,,31,"['drama', 'thriller']",['NO'],1.0,tt13968792,6.3,2973.0
Samurai Rabbit: The Usagi Chronicles,SHOW,2022,TV-Y7,25,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",['US'],1.0,tt12717354,6.6,148.0
Taylor Tomlinson: Look at You,MOVIE,2022,,60,"['comedy', 'documentation']",[],,tt18096250,7.3,1707.0
The Witcher: Nightmare of the Wolf,MOVIE,2021,,83,"['fantasy', 'scifi', 'animation', 'action', 'drama']","['PL', 'KR', 'US']",,tt11657662,7.2,41508.0
Prayers for the Stolen,MOVIE,2021,R,110,['drama'],"['QA', 'MX', 'US', 'CH', 'AR', 'BR', 'DE']",,tt10366574,7.3,1729.0
There's Someone Inside Your House,MOVIE,2021,,86,"['thriller', 'horror']",['US'],,tt8150814,4.8,14421.0
Zone 414,MOVIE,2021,R,98,"['thriller', 'scifi']",['GB'],,tt8545482,4.9,3878.0
Vincenzo,SHOW,2021,,81,"['action', 'comedy', 'crime', 'drama', 'romance']",['KR'],1.0,tt13433812,8.4,15134.0
The One,SHOW,2021,TV-MA,42,"['crime', 'drama', 'scifi', 'thriller', 'action']",['GB'],1.0,tt13879466,6.6,12367.0
Blood Red Sky,MOVIE,2021,,121,"['fantasy', 'horror', 'thriller', 'action']","['GB', 'DE']",,tt11607896,6.1,44006.0
The Fable: The Killer Who Doesn't Kill,MOVIE,2021,,132,"['comedy', 'action', 'thriller']",['JP'],,tt13017204,6.8,1282.0
The Starling,MOVIE,2021,PG-13,102,"['comedy', 'drama', 'fantasy']",['US'],,tt5164438,6.3,11733.0
Feria: The Darkest Light,SHOW,2022,TV-MA,50,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']",['ES'],1.0,tt13323004,5.7,1532.0
Intrusion,MOVIE,2021,,92,"['drama', 'thriller']",['US'],,tt5563324,5.3,15464.0
My Little Pony: A New Generation,MOVIE,2021,PG,91,"['fantasy', 'scifi', 'drama', 'comedy', 'family', 'animation', 'action']","['CA', 'IE', 'US']",,tt10101702,6.8,3468.0
Cosmic Sin,MOVIE,2021,R,88,"['scifi', 'action']",['US'],,tt11762434,2.5,12284.0
Midnight at the Pera Palace,SHOW,2022,TV-14,44,"['crime', 'drama', 'history']",['TR'],1.0,tt13317508,7.1,6624.0
VOIR,SHOW,2021,TV-MA,20,['documentation'],['US'],1.0,tt15677070,6.8,1255.0
Beast,MOVIE,2022,,162,"['thriller', 'comedy', 'crime', 'action']",['IN'],,tt11301946,6.8,19332.0
Kingdom: Ashin of the North,MOVIE,2021,,92,"['action', 'drama', 'fantasy', 'horror', 'thriller']",['KR'],,tt13412252,7.2,4890.0
Jupiter's Legacy,SHOW,2021,TV-MA,45,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,tt5774002,6.7,37235.0
The Summit of the Gods,MOVIE,2021,PG,95,"['animation', 'thriller', 'history', 'drama', 'sport']","['FR', 'LU']",,tt7014378,7.5,4458.0
Vivo,MOVIE,2021,PG,95,"['comedy', 'animation', 'drama', 'family']",['US'],,tt6338498,6.7,17650.0
The Ice Road,MOVIE,2021,PG-13,103,"['thriller', 'drama', 'action']",['US'],,tt3758814,5.6,37401.0
Robin Robin,MOVIE,2021,G,30,"['animation', 'comedy', 'family']",['GB'],,tt11332850,7.2,1533.0
Chris Distefano: Speshy Weshy,MOVIE,2022,,36,['comedy'],[],,,,
Fear Street: Part One - 1994,MOVIE,2021,,107,"['horror', 'drama']",['US'],,tt6566576,6.2,74672.0
Brazen,MOVIE,2022,,94,"['thriller', 'crime', 'drama', 'romance']",['US'],,tt13978306,4.0,11224.0
Smother-In-Law,SHOW,2022,TV-MA,25,['comedy'],['BR'],1.0,tt15353358,,
Pretend It's a City,SHOW,2021,TV-14,29,"['comedy', 'documentation']",['US'],1.0,tt13660958,8.1,7096.0
Through My Window,MOVIE,2022,R,116,"['romance', 'comedy', 'drama']",['ES'],,tt14463484,5.4,7902.0
Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,TV-MA,55,"['documentation', 'crime', 'thriller']",['US'],1.0,tt13840586,5.9,16799.0
Long Story Short,MOVIE,2021,R,90,"['fantasy', 'comedy', 'romance']",['AU'],,tt10896634,6.5,4664.0
Super Crooks,SHOW,2021,TV-MA,30,"['scifi', 'drama', 'animation', 'action', 'crime', 'fantasy']",['JP'],1.0,tt14272628,7.1,1984.0
Life After Death with Tyler Henry,SHOW,2022,TV-MA,43,['reality'],['US'],1.0,tt18224644,5.5,522.0
Night Teeth,MOVIE,2021,,107,"['comedy', 'action', 'crime', 'drama', 'fantasy', 'horror', 'thriller']","['GB', 'US']",,tt10763820,5.6,16890.0
Oprah + Viola: A Netflix Special Event,MOVIE,2022,,48,[],['US'],,tt19404044,,
A Cop Movie,MOVIE,2021,R,107,"['drama', 'action', 'crime', 'thriller', 'documentation']",['MX'],,tt14035242,7.0,1626.0
Marmaduke,MOVIE,2022,,88,"['comedy', 'animation']","['CA', 'US']",,tt8746404,3.0,276.0
Catching Killers,SHOW,2021,TV-MA,40,"['documentation', 'crime']",['US'],2.0,tt15723914,7.1,2908.0
Love Hard,MOVIE,2021,,104,"['comedy', 'romance']",['US'],,tt10752004,6.3,48521.0
Animal,SHOW,2021,TV-PG,45,['documentation'],"['US', 'BR']",2.0,tt15674216,7.9,857.0
Hometown Cha-Cha-Cha,SHOW,2021,TV-14,78,"['comedy', 'romance', 'drama']",['KR'],1.0,tt14518756,8.5,9987.0
Stowaway,MOVIE,2021,PG-13,117,"['thriller', 'scifi', 'drama']","['DE', 'US']",,tt9203694,5.6,44054.0
Mai,SHOW,2022,TV-MA,48,"['crime', 'drama']",['IN'],1.0,,,
Things Heard & Seen,MOVIE,2021,,121,"['horror', 'thriller', 'drama']",['US'],,tt10962368,5.3,29915.0
Fistful of Vengeance,MOVIE,2022,R,94,"['fantasy', 'action', 'crime', 'drama']",['US'],,tt14158554,4.5,5985.0
Procession,MOVIE,2021,R,118,['documentation'],['US'],,tt14300912,7.2,1076.0
Green Mothers' Club,SHOW,2022,,69,['drama'],['KR'],1.0,tt15060900,7.1,38.0
Bruised,MOVIE,2021,R,129,"['drama', 'sport', 'thriller']","['GB', 'US']",,tt8310474,6.1,13968.0
Space Sweepers,MOVIE,2021,R,136,"['scifi', 'fantasy', 'action', 'drama']",['KR'],,tt12838766,6.5,24659.0
The Last Letter From Your Lover,MOVIE,2021,,110,"['romance', 'drama']","['GB', 'CA']",,tt1893273,6.6,16302.0
The Pirates: The Last Royal Treasure,MOVIE,2022,,126,"['action', 'comedy']",['KR'],,tt17491040,6.0,2882.0
Chosen,SHOW,2022,TV-MA,44,"['scifi', 'thriller', 'drama']",['DK'],1.0,tt16492950,4.3,1111.0
Dave Chappelle: The Closer,MOVIE,2021,,72,['comedy'],['US'],,tt15523010,8.0,24903.0
An astrological guide for broken hearts,SHOW,2021,TV-14,34,"['comedy', 'romance']",['IT'],2.0,tt14759406,7.1,2827.0
Sophie: A Murder in West Cork,SHOW,2021,TV-14,55,"['crime', 'documentation', 'history']",['GB'],1.0,tt14681732,6.8,5093.0
Yes Day,MOVIE,2021,PG,86,"['comedy', 'family']",['US'],,tt8521876,5.7,23141.0
Standing Up,SHOW,2022,TV-MA,46,"['comedy', 'drama']",['FR'],1.0,tt18260550,6.2,133.0
Who Rules The World,SHOW,2022,TV-PG,44,"['drama', 'fantasy', 'romance']",['CN'],1.0,tt14950036,9.2,81.0
Monsters Inside: The 24 Faces of Billy Milligan,SHOW,2021,,61,"['crime', 'documentation']",[],1.0,tt15287836,6.2,3038.0
Countdown: Inspiration4 Mission to Space,SHOW,2021,TV-14,50,['documentation'],['US'],1.0,tt15166116,7.9,1642.0
Glória,SHOW,2021,TV-MA,44,"['drama', 'history', 'thriller']",['PT'],1.0,tt13064634,8.0,3941.0
This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,TV-MA,53,"['crime', 'history', 'documentation']",['US'],1.0,tt14223858,6.5,4246.0
"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,2021,PG-13,92,['documentation'],"['US', 'NL']",,tt14539744,6.9,5674.0
Jim Gaffigan: Comedy Monster,MOVIE,2021,,70,['comedy'],[],,tt15907298,6.8,1549.0
The Wasteland,MOVIE,2022,,91,"['thriller', 'drama', 'horror']",['ES'],,tt13323118,4.6,3782.0
Fear Street: Part Two - 1978,MOVIE,2021,,109,"['drama', 'horror']",['US'],,tt9701940,6.7,58277.0
The Lovebirds,MOVIE,2021,R,87,"['action', 'romance', 'comedy', 'crime', 'thriller']",['US'],,tt8851668,6.0,25460.0
Final Account,MOVIE,2021,PG-13,94,['documentation'],"['US', 'GB']",,tt12789212,7.1,950.0
Heist,SHOW,2021,TV-MA,43,"['crime', 'documentation']",['US'],1.0,tt14865290,6.8,1698.0
History of Swear Words,SHOW,2021,TV-MA,21,"['comedy', 'documentation']",['US'],1.0,tt13617060,6.4,4776.0
Trese,SHOW,2021,TV-MA,29,"['crime', 'action', 'fantasy', 'horror', 'thriller', 'animation', 'scifi']",['PH'],1.0,tt9310336,7.0,3701.0
The Sound of Magic,SHOW,2022,TV-14,69,"['drama', 'fantasy', 'music']",['KR'],1.0,tt14460684,8.0,982.0
Awake,MOVIE,2021,R,96,"['scifi', 'thriller', 'action', 'drama']",['US'],,tt10418662,4.8,20828.0
High on the Hog: How African American Cuisine Transformed America,SHOW,2021,TV-14,47,['documentation'],['US'],1.0,,,
The God Committee,MOVIE,2021,,98,"['drama', 'thriller']",['US'],,tt6852526,5.8,3761.0
Malcolm & Marie,MOVIE,2021,R,106,"['drama', 'romance']",['US'],,tt12676326,6.6,35760.0
The White Tiger,MOVIE,2021,R,125,"['drama', 'crime']","['IN', 'SG', 'US']",,tt6571548,7.1,58190.0
Seaspiracy,MOVIE,2021,,80,['documentation'],['US'],,tt14152756,8.1,29604.0
